%#        Time[ms]        X[pixel],        Y[pixel],        Z[pixel],  dX/dt[pixel/s],  dY/dt[pixel/s],  dZ/dt[pixel/s]
 0, 50, 50, 0, -1.1074, 1.207, 0
 25, 49.97, 50.22, 0, -0.8786, 0.706, 0
 50, 49.95, 50.37, 0, -0.3009, 1.1906, 0
 75, 49.95, 50.37, 0, -0.3009, 1.1906, 0
 100, 49.95, 50.42, 0, 0.9254, 0.9572, 0
 125, 50, 50.46, 0, 1.1687, -0.3021, 0
 150, 50, 50.46, 0, 1.1687, -0.3021, 0
 175, 50.03, 50.46, 0, 0.2046, -0.2647, 0
 200, 50.02, 50.4, 0, -0.3019, 0.6592, 0
 225, 50.02, 50.4, 0, -0.3019, 0.6592, 0
 250, 50.02, 50.31, 0, 0.4777, 0.4326, 0
 275, 50.05, 50.22, 0, 1.2547, 0.5031, 0
 300, 50.1, 50.15, 0, 0.9566, 0.9176, 0
 325, 50.1, 50.15, 0, 0.9566, 0.9176, 0
 350, 50.12, 50.07, 0, 0.2339, 1.2096, 0
 375, 50.12, 50.07, 0, 0.1058, 0.7056, 0
 400, 50.12, 50.07, 0, 0.1058, 0.7056, 0
 425, 50.12, 50.11, 0, 0.0897, 0.3878, 0
 450, 50.12, 50.09, 0, -0.0546, 0.5808, 0
 475, 50.12, 50.09, 0, -0.0546, 0.5808, 0
 500, 50.14, 50.07, 0, 0.4887, 1.9251, 0
 525, 50.16, 50.07, 0, 0.8292, 1.0366, 0
 550, 50.21, 50.06, 0, 0.9826, 0.2317, 0
 575, 50.21, 50.06, 0, 0.9826, 0.2317, 0
 600, 50.21, 50.09, 0, -0.4393, -0.7048, 0
 625, 50.16, 50.22, 0, -2.1215, -0.8965, 0
 650, 50.16, 50.22, 0, -2.1215, -0.8965, 0
 675, 50.07, 50.44, 0, -2.079, 0.3734, 0
 700, 50.02, 50.77, 0, -0.1025, 1.1435, 0
 725, 50.02, 50.77, 0, -0.1025, 1.1435, 0
 750, 50.07, 51.21, 0, 1.8188, -0.1656, 0
 775, 50.14, 51.81, 0, 1.5593, -1.8537, 0
 800, 50.19, 52.58, 0, 1.0128, -2.036, 0
 825, 50.19, 52.58, 0, 1.0128, -2.036, 0
 850, 50.24, 53.38, 0, 1.6052, -1.4095, 0
 875, 50.33, 54.16, 0, 2.6271, -1.2061, 0
 900, 50.33, 54.16, 0, 2.6271, -1.2061, 0
 925, 50.45, 54.81, 0, 2.9689, -0.6111, 0
 950, 50.58, 55.35, 0, 3.2806, 0.0359, 0
 975, 50.7, 55.89, 0, 2.9417, -0.0768, 0
 1000, 50.7, 55.89, 0, 2.9417, -0.0768, 0
 1025, 50.8, 56.47, 0, 2.2848, -0.3664, 0
 1050, 50.87, 57.08, 0, 1.8476, -0.8345, 0
 1075, 50.87, 57.08, 0, 1.8476, -0.8345, 0
 1100, 50.96, 57.58, 0, 2.1499, -0.4365, 0
 1125, 51.1, 57.99, 0, 4.3506, 0.3696, 0
 1150, 51.1, 57.99, 0, 4.3506, 0.3696, 0
 1175, 51.33, 58.42, 0, 6.4213, 0.1134, 0
 1200, 51.55, 58.81, 0, 8.2591, -0.2455, 0
 1225, 51.92, 59.38, 0, 9.4031, -0.9165, 0
 1250, 51.92, 59.38, 0, 9.4031, -0.9165, 0
 1275, 52.32, 59.98, 0, 10.7993, -0.7564, 0
 1300, 52.32, 59.98, 0, 10.7993, -0.7564, 0
 1325, 52.78, 60.56, 0, 11.5986, -1.8811, 0
 1350, 53.21, 61.08, 0, 10.7499, -1.1797, 0
 1375, 53.63, 61.54, 0, 10.1793, 0.0324, 0
 1400, 53.63, 61.54, 0, 10.1793, 0.0324, 0
 1425, 54.02, 61.94, 0, 8.8398, -0.4911, 0
 1450, 54.35, 62.33, 0, 8.2009, -0.4671, 0
 1475, 54.66, 62.68, 0, 7.7143, -0.3715, 0
 1500, 54.66, 62.68, 0, 7.7143, -0.3715, 0
 1525, 54.96, 63, 0, 7.1315, -0.2472, 0
 1550, 55.24, 63.26, 0, 7.1447, -0.1964, 0
 1575, 55.24, 63.26, 0, 7.1447, -0.1964, 0
 1600, 55.5, 63.54, 0, 6.8144, -0.6411, 0
 1625, 55.75, 63.86, 0, 5.8651, -0.7895, 0
 1650, 55.75, 63.86, 0, 5.8651, -0.7895, 0
 1675, 55.98, 64.25, 0, 5.5318, -1.0251, 0
