%#        Time[ms]        X[pixel],        Y[pixel],        Z[pixel],  dX/dt[pixel/s],  dY/dt[pixel/s],  dZ/dt[pixel/s]
 0, 50, 50, 0, 1.9528, 0.2112, 0
 25, 50.05, 50.09, 0, 0.7955, 0.2632, 0
 50, 50.05, 50.09, 0, 0.7955, 0.2632, 0
 75, 50.07, 50.2, 0, 0.0742, -0.5414, 0
 100, 50.07, 50.2, 0, 0.0712, -0.3775, 0
 125, 50.07, 50.2, 0, 0.0712, -0.3775, 0
 150, 50.07, 50.2, 0, 0.3035, 0.2624, 0
 175, 50.09, 50.24, 0, 0.1545, -0.6391, 0
 200, 50.09, 50.24, 0, 0.1545, -0.6391, 0
 225, 50.1, 50.28, 0, 0.3964, -0.8594, 0
 250, 50.1, 50.26, 0, -0.3334, -1.5359, 0
 275, 50.09, 50.18, 0, -0.5662, -0.8326, 0
 300, 50.09, 50.18, 0, -0.5662, -0.8326, 0
 325, 50.05, 50.09, 0, -0.8002, -1.3457, 0
 350, 50.03, 50.04, 0, -0.1306, -0.3495, 0
 375, 50.03, 50.04, 0, -0.1306, -0.3495, 0
 400, 50.03, 49.98, 0, -0.0051, -0.5981, 0
 425, 50.02, 49.94, 0, -0.3084, -0.9924, 0
 450, 50.02, 49.94, 0, -0.3084, -0.9924, 0
 475, 49.98, 49.91, 0, -1.4458, -0.9669, 0
 500, 49.84, 49.83, 0, -5.2414, -0.3548, 0
 525, 49.53, 49.74, 0, -9.5248, -1.6561, 0
 550, 49.53, 49.74, 0, -9.5248, -1.6561, 0
 575, 49.13, 49.65, 0, -10.5321, -4.765, 0
 600, 48.69, 49.45, 0, -10.5289, -6.6893, 0
 625, 48.69, 49.45, 0, -10.5289, -6.6893, 0
 650, 48.29, 49.19, 0, -9.5051, -5.6355, 0
 675, 47.94, 48.93, 0, -8.5271, -3.3277, 0
 700, 47.94, 48.93, 0, -8.5271, -3.3277, 0
 725, 47.52, 48.67, 0, -12.7299, -1.8298, 0
 750, 46.89, 48.4, 0, -17.3206, -0.6199, 0
 775, 46.12, 48.08, 0, -20.4393, -0.1977, 0
 800, 46.12, 48.08, 0, -20.4393, -0.1977, 0
 825, 45.25, 47.78, 0, -22.54, -2.1695, 0
 850, 44.57, 47.6, 0, -22.4993, -2.9165, 0
 875, 44.57, 47.6, 0, -22.4993, -2.9165, 0
 900, 43.69, 47.42, 0, -21.7235, -4.3009, 0
 925, 42.87, 47.24, 0, -20.0257, -3.3403, 0
 950, 42.87, 47.24, 0, -20.0257, -3.3403, 0
 975, 42.11, 47, 0, -17.9683, -2.926, 0
 1000, 41.44, 46.78, 0, -16.036, -2.1796, 0
 1025, 40.83, 46.65, 0, -14.7679, -3.7692, 0
 1050, 40.83, 46.65, 0, -14.7679, -3.7692, 0
 1075, 40.25, 46.66, 0, -14.0748, -5.2214, 0
 1100, 39.72, 46.76, 0, -12.8966, -3.4894, 0
 1125, 39.24, 46.78, 0, -10.8582, -1.9482, 0
 1150, 39.24, 46.78, 0, -10.8582, -1.9482, 0
 1175, 38.89, 46.77, 0, -7.8333, -1.5628, 0
 1200, 38.62, 46.8, 0, -6.3866, -1.9906, 0
 1225, 38.62, 46.8, 0, -6.3866, -1.9906, 0
 1250, 38.39, 46.81, 0, -5.5966, -1.7688, 0
 1275, 38.18, 46.84, 0, -5.438, -2.0063, 0
 1300, 38.18, 46.84, 0, -5.438, -2.0063, 0
 1325, 37.97, 46.97, 0, -4.7861, -2.2047, 0
 1350, 37.76, 47.09, 0, -5.5646, -1.9731, 0
 1375, 37.76, 47.09, 0, -5.5646, -1.9731, 0
 1400, 37.51, 47.1, 0, -6.7122, -2.7684, 0
 1425, 37.23, 47.06, 0, -6.9023, -1.5062, 0
 1450, 37.23, 47.06, 0, -6.9023, -1.5062, 0
 1475, 36.96, 47.1, 0, -6.6749, -0.6765, 0
 1500, 36.73, 47.13, 0, -5.6033, -0.9164, 0
 1525, 36.55, 47.09, 0, -3.6311, -0.8779, 0
 1550, 36.55, 47.09, 0, -3.6311, -0.8779, 0
 1575, 36.43, 47.01, 0, -2.5073, -0.7087, 0
 1600, 36.32, 46.93, 0, -2.6769, -0.8383, 0
 1625, 36.21, 46.87, 0, -2.9481, 0.2726, 0
 1650, 36.21, 46.87, 0, -2.9481, 0.2726, 0
 1675, 36.09, 46.92, 0, -3.3988, 0.4148, 0
 1700, 36.09, 46.92, 0, -3.3988, 0.4148, 0
 1725, 35.98, 46.98, 0, -2.986, 0.948, 0
 1750, 35.89, 46.97, 0, -2.7057, 0.0355, 0
 1775, 35.89, 46.97, 0, -2.7057, 0.0355, 0
 1800, 35.79, 46.93, 0, -2.7911, 0.2445, 0
 1825, 35.64, 46.83, 0, -3.5858, 0.6289, 0
 1850, 35.48, 46.73, 0, -4.5087, 0.7121, 0
 1875, 35.3, 46.58, 0, -4.5683, 0.6975, 0
 1900, 35.3, 46.58, 0, -4.5683, 0.6975, 0
 1925, 35.13, 46.36, 0, -4.4245, 0.9791, 0
 1950, 34.93, 46.15, 0, -4.9622, 0.1155, 0
 1975, 34.93, 46.15, 0, -4.9622, 0.1155, 0
 2000, 34.72, 45.95, 0, -5.733, 0.1038, 0
 2025, 34.47, 45.77, 0, -6.6527, -0.4255, 0
 2050, 34.47, 45.77, 0, -6.6527, -0.4255, 0
 2075, 34.2, 45.49, 0, -6.1449, -0.3606, 0
 2100, 33.98, 45.2, 0, -4.8222, 0.7227, 0
 2125, 33.86, 44.93, 0, -2.5576, 0.5414, 0
 2150, 33.86, 44.93, 0, -2.5576, 0.5414, 0
 2175, 33.8, 44.77, 0, -1.0863, -0.3112, 0
 2200, 33.73, 44.69, 0, -1.8967, -1.3004, 0
 2225, 33.73, 44.69, 0, -1.8967, -1.3004, 0
 2250, 33.64, 44.57, 0, -2.7151, -1.5657, 0
 2275, 33.52, 44.43, 0, -3.6845, -1.9834, 0
 2300, 33.52, 44.43, 0, -3.6845, -1.9834, 0
 2325, 33.39, 44.3, 0, -4.2652, -0.8885, 0
 2350, 33.18, 44.13, 0, -5.685, -0.6783, 0
 2375, 33.18, 44.13, 0, -5.685, -0.6783, 0
 2400, 32.87, 43.96, 0, -6.1424, -1.3515, 0
 2425, 32.66, 43.82, 0, -5.2251, -1.6459, 0
 2450, 32.46, 43.64, 0, -5.1222, -1.3041, 0
