%#        Time[ms]        X[pixel],        Y[pixel],        Z[pixel],  dX/dt[pixel/s],  dY/dt[pixel/s],  dZ/dt[pixel/s] 
0 50.00 50.00 0.00 2.2920 0.2924 0.2924
25 50.00 50.00 0.00 2.2920 0.2924 0.2924
50 50.10 49.96 0.00 2.9356 0.7563 0.7563
75 50.24 49.87 0.00 3.3893 0.9208 0.9208
100 50.24 49.87 0.00 3.3893 0.9208 0.9208
125 50.40 49.84 0.00 4.9200 1.2145 1.2145
150 50.65 49.66 0.00 6.1344 2.8975 2.8975
175 50.65 49.66 0.00 6.1344 2.8975 2.8975
200 50.87 49.40 0.00 5.4717 2.6959 2.6959
225 51.08 49.17 0.00 4.9870 0.9228 0.9228
250 51.08 49.17 0.00 4.9870 0.9228 0.9228
275 51.29 48.90 0.00 5.5313 -0.1168 -0.1168
300 51.48 48.70 0.00 3.9085 -0.4538 -0.4538
325 51.48 48.70 0.00 3.9085 -0.4538 -0.4538
350 51.59 48.50 0.00 1.9118 1.2122 1.2122
375 51.62 48.17 0.00 1.2172 3.3564 3.3564
400 51.71 47.96 0.00 2.5950 3.9817 3.9817
425 51.71 47.96 0.00 2.5950 3.9817 3.9817
450 51.82 47.97 0.00 2.2690 -0.2256 -0.2256
475 51.85 48.17 0.00 0.0049 -1.6345 -1.6345
500 51.85 48.17 0.00 0.0049 -1.6345 -1.6345
525 51.82 48.61 0.00 -1.8981 -2.1795 -2.1795
550 51.75 49.15 0.00 -2.3787 -4.4647 -4.4647
575 51.66 50.09 0.00 -1.2524 -5.1422 -5.1422
600 51.66 50.09 0.00 -1.2524 -5.1422 -5.1422
625 51.66 51.27 0.00 0.7325 -5.0194 -5.0194
650 51.76 52.63 0.00 3.7529 -2.6427 -2.6427
675 51.76 52.63 0.00 3.7529 -2.6427 -2.6427
700 52.01 53.98 0.00 7.5615 -1.9590 -1.9590
725 52.37 55.40 0.00 10.3948 -2.5287 -2.5287
750 52.81 56.85 0.00 11.3003 -3.6045 -3.6045
775 52.81 56.85 0.00 11.3003 -3.6045 -3.6045
800 53.21 58.16 0.00 9.3468 -4.4107 -4.4107
825 53.53 59.26 0.00 6.4374 -5.1379 -5.1379
850 53.53 59.26 0.00 6.4374 -5.1379 -5.1379
875 53.72 60.23 0.00 4.0181 -4.6112 -4.6112
900 53.91 61.11 0.00 5.3870 -1.6975 -1.6975
925 53.91 61.11 0.00 5.3870 -1.6975 -1.6975
950 54.16 61.89 0.00 7.2612 -2.4691 -2.4691
975 54.45 62.67 0.00 7.1342 -3.6954 -3.6954
1000 54.45 62.67 0.00 7.1342 -3.6954 -3.6954
1025 54.72 63.26 0.00 5.5298 -2.0654 -2.0654
1050 54.86 63.57 0.00 2.3063 0.2596 0.2596
1075 54.86 63.57 0.00 2.3063 0.2596 0.2596
1100 54.93 63.80 0.00 1.3494 1.5091 1.5091
1125 54.96 64.10 0.00 1.4105 0.8005 0.8005
1150 55.08 64.43 0.00 3.7293 0.1954 0.1954
1175 55.08 64.43 0.00 3.7293 0.1954 0.1954
1200 55.26 64.92 0.00 4.5210 -0.5042 -0.5042
1225 55.47 65.57 0.00 6.0476 -1.4163 -1.4163
1250 55.47 65.57 0.00 6.0476 -1.4163 -1.4163
1275 55.75 66.30 0.00 7.0727 -2.0237 -2.0237
1300 56.03 67.07 0.00 7.0328 -2.3224 -2.3224
1325 56.03 67.07 0.00 7.0328 -2.3224 -2.3224
1350 56.29 67.70 0.00 5.6946 -1.9739 -1.9739
1375 56.41 68.09 0.00 3.8142 -2.2900 -2.2900
1400 56.41 68.09 0.00 3.8142 -2.2900 -2.2900
1425 56.57 68.63 0.00 4.3916 0.3456 0.3456
1450 56.78 69.22 0.00 5.3281 -1.4817 -1.4817
1475 57.01 69.78 0.00 6.0769 -2.1960 -2.1960
1500 57.01 69.78 0.00 6.0769 -2.1960 -2.1960
1525 57.24 70.24 0.00 5.3387 -1.4731 -1.4731
1550 57.43 70.68 0.00 4.8209 -0.2531 -0.2531
1575 57.43 70.68 0.00 4.8209 -0.2531 -0.2531
1600 57.66 71.06 0.00 6.2170 2.4451 2.4451
1625 57.94 71.33 0.00 7.5233 3.1013 3.1013
1650 58.26 71.57 0.00 8.5118 2.7196 2.7196
1675 58.26 71.57 0.00 8.5118 2.7196 2.7196
1700 58.63 71.86 0.00 9.0010 3.0617 3.0617
1725 58.63 71.86 0.00 9.0010 3.0617 3.0617
1750 59.00 72.17 0.00 9.5686 2.9778 2.9778
1775 59.40 72.51 0.00 10.4983 3.1832 3.1832
1800 59.84 72.84 0.00 11.1835 3.3214 3.3214
1825 59.84 72.84 0.00 11.1835 3.3214 3.3214
1850 60.28 73.13 0.00 11.3767 3.0955 3.0955
1875 60.72 73.32 0.00 10.4089 1.5591 1.5591
1900 61.11 73.50 0.00 9.8053 3.4964 3.4964
1925 61.11 73.50 0.00 9.8053 3.4964 3.4964
1950 61.50 73.68 0.00 8.9977 3.7179 3.7179
1975 61.84 73.84 0.00 8.1314 1.9297 1.9297
2000 61.84 73.84 0.00 8.1314 1.9297 1.9297
2025 62.14 73.95 0.00 7.1173 1.8930 1.8930
2050 62.37 73.99 0.00 5.0653 1.7496 1.7496
2075 62.51 73.97 0.00 2.3704 2.4371 2.4371
2100 62.51 73.97 0.00 2.3704 2.4371 2.4371
2125 62.51 73.97 0.00 2.3704 2.4371 2.4371
2150 62.67 73.90 0.00 2.7971 2.3555 2.3555
2175 62.67 73.90 0.00 2.7971 2.3555 2.3555
2200 62.79 73.87 0.00 3.0509 2.2049 2.2049
2225 62.79 73.87 0.00 3.0509 2.2049 2.2049
2250 62.90 73.85 0.00 2.8058 2.1178 2.1178
2275 63.01 73.80 0.00 2.0363 1.5659 1.5659
2300 63.06 73.75 0.00 0.9680 1.3490 1.3490
2325 63.08 73.64 0.00 -0.0627 0.9904 0.9904
2350 63.08 73.64 0.00 -0.0627 0.9904 0.9904
2375 63.04 73.50 0.00 -0.8490 0.6105 0.6105
2400 62.99 73.36 0.00 -2.0857 -1.5077 -1.5077
2425 62.99 73.36 0.00 -2.0857 -1.5077 -1.5077
2450 62.90 73.23 0.00 -1.9841 0.6613 0.6613
2475 62.83 73.07 0.00 -1.5124 -0.0716 -0.0716
2500 62.83 73.07 0.00 -1.5124 -0.0716 -0.0716
2525 62.76 72.81 0.00 -2.5318 -1.9718 -1.9718
2550 62.58 72.49 0.00 -6.0326 -1.7541 -1.7541
2575 62.58 72.49 0.00 -6.0326 -1.7541 -1.7541
2600 62.24 72.15 0.00 -9.0945 -1.6298 -1.6298
2625 61.85 71.87 0.00 -10.1078 -1.4525 -1.4525
2650 61.50 71.66 0.00 -7.9361 -0.9974 -0.9974
2675 61.50 71.66 0.00 -7.9361 -0.9974 -0.9974
2700 61.25 71.44 0.00 -4.7282 -1.3792 -1.3792
2725 61.13 71.32 0.00 -2.5974 -1.7292 -1.7292
2750 61.13 71.32 0.00 -2.5974 -1.7292 -1.7292
2775 61.02 71.27 0.00 -2.5166 -1.2912 -1.2912
