%#        Time[ms]        X[pixel],        Y[pixel],        Z[pixel],  dX/dt[pixel/s],  dY/dt[pixel/s],  dZ/dt[pixel/s]
 0, 50, 50, 0, -0.0215, -0.2942, 0
 25, 50.02, 50.02, 0, 0.1616, 0.3594, 0
 50, 50.02, 50.02, 0, 0.1616, 0.3594, 0
 75, 50.02, 50.07, 0, 0.4213, 0.6098, 0
 100, 50.03, 50.13, 0, -0.0168, 0.5105, 0
 125, 50.03, 50.15, 0, -0.2143, 0.9538, 0
 150, 50.03, 50.15, 0, -0.2143, 0.9538, 0
 175, 50.03, 50.07, 0, 0.5861, 1.5681, 0
 200, 50.09, 49.95, 0, 2.1864, 1.8865, 0
 225, 50.09, 49.95, 0, 2.1864, 1.8865, 0
 250, 50.19, 49.82, 0, 2.1281, 0.514, 0
 275, 50.23, 49.78, 0, 0.0946, 0.2915, 0
 300, 50.19, 49.76, 0, -1.7921, 0.7685, 0
 325, 50.19, 49.76, 0, -1.7921, 0.7685, 0
 350, 50.12, 49.74, 0, -1.125, 1.1007, 0
 375, 50.12, 49.74, 0, 0.2906, 0.6264, 0
 400, 50.12, 49.74, 0, 0.2906, 0.6264, 0
 425, 50.14, 49.76, 0, 0.6484, 0.738, 0
 450, 50.16, 49.8, 0, 0.1969, 0.277, 0
 475, 50.16, 49.84, 0, 0.2841, -0.0736, 0
 500, 50.16, 49.84, 0, 0.2841, -0.0736, 0
 525, 50.19, 49.98, 0, 0.7709, -0.4427, 0
 550, 50.24, 50.26, 0, 1.6294, -0.5929, 0
 575, 50.24, 50.26, 0, 1.6294, -0.5929, 0
 600, 50.31, 50.62, 0, 2.0002, 0.6716, 0
 625, 50.44, 51.44, 0, 3.5181, 1.6817, 0
 650, 50.44, 51.44, 0, 3.5181, 1.6817, 0
 675, 50.54, 52.68, 0, 1.9382, 0.7448, 0
 700, 50.56, 53.67, 0, -0.4521, -0.7117, 0
 725, 50.54, 54.32, 0, -0.2051, -0.5786, 0
 750, 50.54, 54.32, 0, -0.2051, -0.5786, 0
 775, 50.52, 55.02, 0, -0.4398, -2.0124, 0
 800, 50.51, 55.79, 0, -0.9205, -1.7206, 0
 825, 50.51, 55.79, 0, -0.9205, -1.7206, 0
 850, 50.49, 56.56, 0, 0.0126, -0.0976, 0
 875, 50.51, 57.31, 0, 0.9605, -0.8137, 0
 900, 50.51, 57.31, 0, 0.9605, -0.8137, 0
 925, 50.56, 57.99, 0, 1.592, -1.5177, 0
 950, 50.65, 58.47, 0, 2.0128, -0.5615, 0
 975, 50.7, 58.86, 0, 2.0849, 0.3362, 0
 1000, 50.7, 58.86, 0, 2.0849, 0.3362, 0
 1025, 50.8, 59.29, 0, 2.44, 0.6442, 0
 1050, 50.93, 59.68, 0, 4.1019, 1.5588, 0
 1075, 50.93, 59.68, 0, 4.1019, 1.5588, 0
 1100, 51.13, 60.08, 0, 5.6331, 1.5552, 0
 1125, 51.38, 60.54, 0, 6.7163, 1.4856, 0
 1150, 51.38, 60.54, 0, 6.7163, 1.4856, 0
 1175, 51.68, 61.09, 0, 7.6423, 1.243, 0
 1200, 52.01, 61.74, 0, 8.6425, 2.5492, 0
 1225, 52.01, 61.74, 0, 8.6425, 2.5492, 0
 1250, 52.39, 62.47, 0, 10.2176, 2.8016, 0
 1275, 52.9, 63.26, 0, 13.977, 0.1774, 0
 1300, 53.47, 63.98, 0, 14.5177, -1.4703, 0
 1325, 53.47, 63.98, 0, 14.5177, -1.4703, 0
 1350, 53.86, 64.36, 0, 11.5975, -1.9985, 0
 1375, 54.19, 64.77, 0, 6.3213, 0.1386, 0
